customer_id,first_name,last_name,email,country,age_band,acquisition_channel,employment_status,signup_date,is_active,created_at,updated_at
cust_0kertqhn,First_1525,Last_1525,user_1525@example.com,UK,55+,organic,employed,2024-04-01,true,2024-04-01,2024-04-01
cust_i3netxxp,First_1526,Last_1526,user_1526@example.com,US,35-44,organic,employed,2022-01-17,true,2022-01-17,2022-01-17
cust_ef2ibnaj,First_1527,Last_1527,user_1527@example.com,US,45-54,paid_search,employed,2022-11-20,true,2022-11-20,2022-11-20
cust_viexgobz,First_1528,Last_1528,user_1528@example.com,UK,45-54,paid_search,retired,2024-05-31,false,2024-05-31,2024-05-31
cust_7xjjw8bk,First_1529,Last_1529,user_1529@example.com,US,55+,organic,employed,2023-07-31,true,2023-07-31,2023-07-31
cust_wetowtk4,First_1530,Last_1530,user_1530@example.com,DE,25-34,paid_search,retired,2023-08-03,true,2023-08-03,2023-08-03
cust_yfrrloa8,First_1531,Last_1531,user_1531@example.com,UK,25-34,organic,employed,2024-04-16,true,2024-04-16,2024-04-16
cust_aqx16oem,First_1532,Last_1532,user_1532@example.com,UK,25-34,organic,unemployed,2022-05-09,true,2022-05-09,2022-05-09
cust_ci08p3lb,First_1533,Last_1533,user_1533@example.com,UK,18-24,organic,employed,2024-12-14,true,2024-12-14,2024-12-14
cust_ilpjz80n,First_1534,Last_1534,user_1534@example.com,US,25-34,email,retired,2022-07-18,true,2022-07-18,2022-07-18
cust_lqu017wt,First_1535,Last_1535,user_1535@example.com,AU,55+,referral,employed,2024-06-09,true,2024-06-09,2024-06-09
cust_l5thlvjy,First_1536,Last_1536,user_1536@example.com,UK,55+,paid_search,employed,2024-07-31,true,2024-07-31,2024-07-31
cust_89y42dj4,First_1537,Last_1537,user_1537@example.com,US,25-34,paid_social,employed,2022-07-25,true,2022-07-25,2022-07-25
cust_g3yvr2eu,First_1538,Last_1538,user_1538@example.com,UK,18-24,referral,retired,2024-04-09,true,2024-04-09,2024-04-09
cust_1376qwvg,First_1539,Last_1539,user_1539@example.com,UK,55+,paid_social,self_employed,2022-12-05,true,2022-12-05,2022-12-05
cust_tmfeyady,First_1540,Last_1540,user_1540@example.com,UK,35-44,organic,student,2022-01-01,true,2022-01-01,2022-01-01
cust_khkxvs6a,First_1541,Last_1541,user_1541@example.com,UK,25-34,organic,student,2024-09-16,true,2024-09-16,2024-09-16
cust_eo6ppywh,First_1542,Last_1542,user_1542@example.com,UK,18-24,referral,student,2023-03-29,false,2023-03-29,2023-03-29
cust_hf1pw26r,First_1543,Last_1543,user_1543@example.com,UK,25-34,organic,retired,2024-08-15,true,2024-08-15,2024-08-15
cust_88okr7ph,First_1544,Last_1544,user_1544@example.com,UK,25-34,organic,self_employed,2024-01-11,true,2024-01-11,2024-01-11
cust_skwd3x2k,First_1545,Last_1545,user_1545@example.com,UK,25-34,organic,self_employed,2022-04-20,true,2022-04-20,2022-04-20
cust_2ngqeua7,First_1546,Last_1546,user_1546@example.com,UK,18-24,paid_social,employed,2022-11-24,true,2022-11-24,2022-11-24
cust_9w275280,First_1547,Last_1547,user_1547@example.com,US,25-34,paid_social,self_employed,2023-08-03,true,2023-08-03,2023-08-03
cust_shv1y04z,First_1548,Last_1548,user_1548@example.com,UK,55+,paid_search,employed,2022-06-08,true,2022-06-08,2022-06-08
cust_53akzxfp,First_1549,Last_1549,user_1549@example.com,UK,18-24,paid_social,unemployed,2024-06-12,true,2024-06-12,2024-06-12
cust_neftz53c,First_1550,Last_1550,user_1550@example.com,UK,25-34,email,employed,2022-08-02,true,2022-08-02,2022-08-02
cust_zgq095eg,First_1551,Last_1551,user_1551@example.com,DE,25-34,paid_search,employed,2024-12-23,false,2024-12-23,2024-12-23
cust_wmz0zcss,First_1552,Last_1552,user_1552@example.com,FR,18-24,paid_search,self_employed,2022-10-17,true,2022-10-17,2022-10-17
cust_cx9knbz9,First_1553,Last_1553,user_1553@example.com,US,25-34,paid_social,employed,2023-02-14,true,2023-02-14,2023-02-14
cust_9v98o1lp,First_1554,Last_1554,user_1554@example.com,US,35-44,referral,employed,2024-06-27,true,2024-06-27,2024-06-27
cust_iaw7foe4,First_1555,Last_1555,user_1555@example.com,US,18-24,organic,employed,2022-05-02,true,2022-05-02,2022-05-02
cust_pmlqs8lx,First_1556,Last_1556,user_1556@example.com,AU,25-34,referral,employed,2024-12-06,true,2024-12-06,2024-12-06
cust_d8jpabsm,First_1557,Last_1557,user_1557@example.com,DE,45-54,organic,employed,2024-04-29,true,2024-04-29,2024-04-29
cust_njdgjkcs,First_1558,Last_1558,user_1558@example.com,AU,18-24,referral,student,2024-08-25,true,2024-08-25,2024-08-25
cust_otpsilqb,First_1559,Last_1559,user_1559@example.com,UK,55+,paid_search,employed,2022-05-11,true,2022-05-11,2022-05-11
cust_3j6sog2l,First_1560,Last_1560,user_1560@example.com,US,35-44,organic,unemployed,2022-04-10,true,2022-04-10,2022-04-10
cust_kcjuvpcv,First_1561,Last_1561,user_1561@example.com,FR,55+,referral,retired,2024-09-19,true,2024-09-19,2024-09-19
cust_j9tdnvsk,First_1562,Last_1562,user_1562@example.com,UK,25-34,referral,student,2022-03-28,true,2022-03-28,2022-03-28
cust_99alx8uy,First_1563,Last_1563,user_1563@example.com,US,35-44,paid_search,employed,2023-11-21,false,2023-11-21,2023-11-21
cust_azjf5428,First_1564,Last_1564,user_1564@example.com,FR,35-44,referral,employed,2023-12-26,true,2023-12-26,2023-12-26
cust_4aglbd0x,First_1565,Last_1565,user_1565@example.com,UK,25-34,paid_search,employed,2024-08-22,false,2024-08-22,2024-08-22
cust_xc609yzh,First_1566,Last_1566,user_1566@example.com,US,35-44,referral,employed,2024-10-22,true,2024-10-22,2024-10-22
cust_5z3jufxh,First_1567,Last_1567,user_1567@example.com,UK,35-44,paid_social,employed,2024-05-29,true,2024-05-29,2024-05-29
cust_kq4ksd9g,First_1568,Last_1568,user_1568@example.com,UK,25-34,paid_social,self_employed,2022-01-06,true,2022-01-06,2022-01-06
cust_yn9t61qs,First_1569,Last_1569,user_1569@example.com,DE,45-54,referral,student,2023-08-27,true,2023-08-27,2023-08-27
cust_ot477iqf,First_1570,Last_1570,user_1570@example.com,UK,35-44,email,employed,2024-08-28,true,2024-08-28,2024-08-28
cust_gq3cz29l,First_1571,Last_1571,user_1571@example.com,FR,35-44,paid_social,employed,2023-07-13,true,2023-07-13,2023-07-13
cust_t39uzc2p,First_1572,Last_1572,user_1572@example.com,UK,35-44,organic,student,2023-10-05,false,2023-10-05,2023-10-05
cust_ty40qcul,First_1573,Last_1573,user_1573@example.com,US,25-34,paid_search,self_employed,2022-04-29,true,2022-04-29,2022-04-29
cust_ootstpha,First_1574,Last_1574,user_1574@example.com,AU,35-44,paid_search,employed,2022-11-15,true,2022-11-15,2022-11-15
cust_yg72vwmd,First_1575,Last_1575,user_1575@example.com,UK,35-44,referral,employed,2022-07-24,true,2022-07-24,2022-07-24
cust_x1se3xr6,First_1576,Last_1576,user_1576@example.com,DE,45-54,paid_social,retired,2024-03-05,true,2024-03-05,2024-03-05
cust_vh2vft6i,First_1577,Last_1577,user_1577@example.com,US,45-54,paid_social,self_employed,2024-11-13,true,2024-11-13,2024-11-13
cust_bzbrqw52,First_1578,Last_1578,user_1578@example.com,AU,25-34,paid_search,employed,2023-04-07,true,2023-04-07,2023-04-07
cust_p014x5dl,First_1579,Last_1579,user_1579@example.com,US,45-54,paid_search,retired,2022-03-29,true,2022-03-29,2022-03-29
cust_xswy0szk,First_1580,Last_1580,user_1580@example.com,UK,55+,paid_search,employed,2022-04-02,true,2022-04-02,2022-04-02
cust_c58xz179,First_1581,Last_1581,user_1581@example.com,FR,25-34,paid_search,employed,2023-10-23,true,2023-10-23,2023-10-23
cust_131v0up5,First_1582,Last_1582,user_1582@example.com,US,45-54,organic,self_employed,2024-07-03,true,2024-07-03,2024-07-03
cust_2jpkor3a,First_1583,Last_1583,user_1583@example.com,DE,25-34,referral,unemployed,2023-04-20,true,2023-04-20,2023-04-20
cust_chelhrx5,First_1584,Last_1584,user_1584@example.com,US,25-34,paid_search,retired,2023-12-29,true,2023-12-29,2023-12-29
cust_zfpdou0z,First_1585,Last_1585,user_1585@example.com,US,18-24,paid_social,retired,2022-10-07,true,2022-10-07,2022-10-07
cust_x9igd40c,First_1586,Last_1586,user_1586@example.com,US,25-34,organic,employed,2023-12-12,true,2023-12-12,2023-12-12
cust_86k24zn0,First_1587,Last_1587,user_1587@example.com,DE,35-44,paid_search,self_employed,2023-12-09,false,2023-12-09,2023-12-09
cust_r07vppm8,First_1588,Last_1588,user_1588@example.com,UK,35-44,paid_search,self_employed,2022-12-06,true,2022-12-06,2022-12-06
cust_76d2kjrz,First_1589,Last_1589,user_1589@example.com,DE,25-34,paid_social,self_employed,2022-04-30,true,2022-04-30,2022-04-30
cust_k0e34tkw,First_1590,Last_1590,user_1590@example.com,AU,45-54,organic,employed,2023-05-10,false,2023-05-10,2023-05-10
cust_w80uxn3e,First_1591,Last_1591,user_1591@example.com,UK,25-34,organic,self_employed,2023-01-22,false,2023-01-22,2023-01-22
cust_o8a906k3,First_1592,Last_1592,user_1592@example.com,UK,45-54,organic,self_employed,2022-03-07,false,2022-03-07,2022-03-07
cust_jvb6hpph,First_1593,Last_1593,user_1593@example.com,UK,35-44,organic,employed,2024-05-12,true,2024-05-12,2024-05-12
cust_cfk3ekwh,First_1594,Last_1594,user_1594@example.com,UK,25-34,paid_search,employed,2023-12-19,false,2023-12-19,2023-12-19
cust_f33dnreh,First_1595,Last_1595,user_1595@example.com,DE,35-44,referral,self_employed,2024-01-01,true,2024-01-01,2024-01-01
cust_1xrp4jdv,First_1596,Last_1596,user_1596@example.com,UK,45-54,referral,student,2022-02-23,true,2022-02-23,2022-02-23
cust_90mczh78,First_1597,Last_1597,user_1597@example.com,AU,25-34,paid_search,employed,2023-08-14,true,2023-08-14,2023-08-14
cust_6iaqiijn,First_1598,Last_1598,user_1598@example.com,DE,35-44,paid_search,employed,2024-02-14,true,2024-02-14,2024-02-14
cust_hmezvsq3,First_1599,Last_1599,user_1599@example.com,UK,45-54,organic,employed,2023-03-14,true,2023-03-14,2023-03-14
cust_irpdgz2s,First_1600,Last_1600,user_1600@example.com,UK,35-44,paid_search,employed,2022-05-03,true,2022-05-03,2022-05-03
cust_ul7jptgd,First_1601,Last_1601,user_1601@example.com,UK,35-44,paid_search,employed,2022-01-31,true,2022-01-31,2022-01-31
cust_ospe14ot,First_1602,Last_1602,user_1602@example.com,UK,25-34,paid_social,employed,2022-01-05,false,2022-01-05,2022-01-05
cust_znjzhobh,First_1603,Last_1603,user_1603@example.com,AU,25-34,paid_search,self_employed,2023-01-14,false,2023-01-14,2023-01-14
cust_6al3g0d2,First_1604,Last_1604,user_1604@example.com,UK,25-34,organic,employed,2022-02-25,true,2022-02-25,2022-02-25
cust_vfd4pi4s,First_1605,Last_1605,user_1605@example.com,UK,18-24,organic,unemployed,2022-09-21,true,2022-09-21,2022-09-21
cust_9exbnxdx,First_1606,Last_1606,user_1606@example.com,FR,18-24,organic,employed,2022-04-05,true,2022-04-05,2022-04-05
cust_ugxns8eh,First_1607,Last_1607,user_1607@example.com,DE,25-34,referral,employed,2023-05-14,true,2023-05-14,2023-05-14
cust_eksk2vpa,First_1608,Last_1608,user_1608@example.com,US,25-34,organic,employed,2023-06-25,true,2023-06-25,2023-06-25
cust_38i1wr63,First_1609,Last_1609,user_1609@example.com,US,35-44,paid_social,employed,2023-07-21,true,2023-07-21,2023-07-21
cust_io1mgn8n,First_1610,Last_1610,user_1610@example.com,US,18-24,paid_search,retired,2023-11-12,false,2023-11-12,2023-11-12
cust_nixc6odr,First_1611,Last_1611,user_1611@example.com,UK,25-34,paid_social,employed,2024-01-27,true,2024-01-27,2024-01-27
cust_p9j1plih,First_1612,Last_1612,user_1612@example.com,UK,35-44,referral,self_employed,2024-04-15,true,2024-04-15,2024-04-15
cust_ik5z9rvk,First_1613,Last_1613,user_1613@example.com,UK,25-34,paid_search,self_employed,2023-11-25,false,2023-11-25,2023-11-25
cust_80tij7kt,First_1614,Last_1614,user_1614@example.com,DE,25-34,paid_social,employed,2024-10-21,true,2024-10-21,2024-10-21
cust_0fuviv6t,First_1615,Last_1615,user_1615@example.com,UK,25-34,organic,retired,2022-06-08,true,2022-06-08,2022-06-08
cust_o2xzdirh,First_1616,Last_1616,user_1616@example.com,UK,25-34,organic,student,2022-09-25,true,2022-09-25,2022-09-25
cust_dtprtzuf,First_1617,Last_1617,user_1617@example.com,US,18-24,email,unemployed,2023-07-18,true,2023-07-18,2023-07-18
cust_h12pgx40,First_1618,Last_1618,user_1618@example.com,UK,35-44,paid_search,employed,2022-12-03,false,2022-12-03,2022-12-03
cust_gde74v6a,First_1619,Last_1619,user_1619@example.com,FR,25-34,referral,employed,2024-03-20,true,2024-03-20,2024-03-20
cust_go6zudo9,First_1620,Last_1620,user_1620@example.com,UK,45-54,organic,employed,2022-02-22,true,2022-02-22,2022-02-22
cust_b8dm1aoz,First_1621,Last_1621,user_1621@example.com,DE,18-24,referral,employed,2023-07-12,true,2023-07-12,2023-07-12
cust_8h7pr28j,First_1622,Last_1622,user_1622@example.com,UK,45-54,paid_search,self_employed,2022-07-25,true,2022-07-25,2022-07-25
cust_ccpvb96d,First_1623,Last_1623,user_1623@example.com,UK,25-34,paid_social,self_employed,2024-03-31,true,2024-03-31,2024-03-31
cust_1bl6f6fu,First_1624,Last_1624,user_1624@example.com,FR,55+,paid_search,employed,2024-05-04,true,2024-05-04,2024-05-04
cust_85vif81j,First_1625,Last_1625,user_1625@example.com,UK,25-34,organic,employed,2023-11-06,true,2023-11-06,2023-11-06
cust_ccr9d47d,First_1626,Last_1626,user_1626@example.com,UK,25-34,paid_search,retired,2024-02-22,false,2024-02-22,2024-02-22
cust_2e52dy73,First_1627,Last_1627,user_1627@example.com,UK,25-34,referral,employed,2022-10-05,false,2022-10-05,2022-10-05
cust_uxke4qwl,First_1628,Last_1628,user_1628@example.com,AU,18-24,email,employed,2024-09-19,true,2024-09-19,2024-09-19
cust_4nn4gct8,First_1629,Last_1629,user_1629@example.com,FR,25-34,paid_social,employed,2022-03-18,false,2022-03-18,2022-03-18
cust_eukifm5c,First_1630,Last_1630,user_1630@example.com,UK,25-34,paid_search,employed,2023-05-02,true,2023-05-02,2023-05-02
cust_8gct3m9g,First_1631,Last_1631,user_1631@example.com,DE,45-54,organic,self_employed,2024-10-14,true,2024-10-14,2024-10-14
cust_zczvvws6,First_1632,Last_1632,user_1632@example.com,UK,35-44,paid_search,unemployed,2024-01-06,true,2024-01-06,2024-01-06
cust_9bd9zmq7,First_1633,Last_1633,user_1633@example.com,UK,25-34,paid_search,retired,2024-04-03,false,2024-04-03,2024-04-03
cust_gwdfo1nn,First_1634,Last_1634,user_1634@example.com,UK,18-24,organic,employed,2023-06-15,true,2023-06-15,2023-06-15
cust_97ei9nx8,First_1635,Last_1635,user_1635@example.com,UK,45-54,paid_search,student,2023-01-04,true,2023-01-04,2023-01-04
cust_a89otcj8,First_1636,Last_1636,user_1636@example.com,UK,35-44,organic,employed,2022-07-25,true,2022-07-25,2022-07-25
cust_ze5xfffg,First_1637,Last_1637,user_1637@example.com,UK,35-44,paid_search,retired,2022-11-14,true,2022-11-14,2022-11-14
cust_mvvbjb1j,First_1638,Last_1638,user_1638@example.com,UK,45-54,organic,employed,2022-08-26,true,2022-08-26,2022-08-26
cust_y38ll2pf,First_1639,Last_1639,user_1639@example.com,US,55+,organic,retired,2024-12-22,true,2024-12-22,2024-12-22
cust_x7mr9vqi,First_1640,Last_1640,user_1640@example.com,AU,18-24,organic,retired,2022-09-19,true,2022-09-19,2022-09-19
cust_k57icl12,First_1641,Last_1641,user_1641@example.com,DE,18-24,paid_social,employed,2024-11-11,true,2024-11-11,2024-11-11
cust_2k5ebdst,First_1642,Last_1642,user_1642@example.com,UK,25-34,paid_search,unemployed,2023-04-03,true,2023-04-03,2023-04-03
cust_za9qvefh,First_1643,Last_1643,user_1643@example.com,UK,55+,organic,self_employed,2024-06-29,true,2024-06-29,2024-06-29
cust_a3t862vl,First_1644,Last_1644,user_1644@example.com,US,25-34,paid_social,self_employed,2022-02-12,true,2022-02-12,2022-02-12
cust_vpwymfvt,First_1645,Last_1645,user_1645@example.com,UK,35-44,paid_search,employed,2022-01-31,true,2022-01-31,2022-01-31
cust_qjpbofo7,First_1646,Last_1646,user_1646@example.com,US,18-24,paid_social,self_employed,2024-05-06,true,2024-05-06,2024-05-06
cust_hakrowx4,First_1647,Last_1647,user_1647@example.com,UK,25-34,referral,retired,2023-08-29,true,2023-08-29,2023-08-29
cust_23tyifjh,First_1648,Last_1648,user_1648@example.com,UK,18-24,organic,self_employed,2024-11-15,true,2024-11-15,2024-11-15
cust_zm7odtlk,First_1649,Last_1649,user_1649@example.com,UK,45-54,paid_social,employed,2022-02-28,true,2022-02-28,2022-02-28
cust_fqi1hf2y,First_1650,Last_1650,user_1650@example.com,UK,55+,referral,employed,2023-08-20,true,2023-08-20,2023-08-20
cust_3sik6fpg,First_1651,Last_1651,user_1651@example.com,UK,18-24,organic,employed,2022-07-05,true,2022-07-05,2022-07-05
cust_ekot16mi,First_1652,Last_1652,user_1652@example.com,FR,25-34,organic,retired,2022-12-27,true,2022-12-27,2022-12-27
cust_o9318eif,First_1653,Last_1653,user_1653@example.com,UK,45-54,referral,employed,2022-04-03,true,2022-04-03,2022-04-03
cust_pybuxhwr,First_1654,Last_1654,user_1654@example.com,UK,18-24,organic,employed,2024-09-24,true,2024-09-24,2024-09-24
cust_xpngmzyz,First_1655,Last_1655,user_1655@example.com,US,25-34,email,employed,2022-05-12,true,2022-05-12,2022-05-12
cust_uw6ik209,First_1656,Last_1656,user_1656@example.com,DE,18-24,paid_search,self_employed,2022-10-07,true,2022-10-07,2022-10-07
cust_21knpkia,First_1657,Last_1657,user_1657@example.com,US,55+,paid_search,self_employed,2022-08-31,true,2022-08-31,2022-08-31
cust_dcqr8zmm,First_1658,Last_1658,user_1658@example.com,US,45-54,organic,employed,2024-08-22,true,2024-08-22,2024-08-22
cust_t3xrbx2w,First_1659,Last_1659,user_1659@example.com,UK,18-24,organic,employed,2022-11-16,true,2022-11-16,2022-11-16
cust_7awrpmeh,First_1660,Last_1660,user_1660@example.com,UK,25-34,organic,retired,2024-09-22,true,2024-09-22,2024-09-22
cust_wzxnhrc4,First_1661,Last_1661,user_1661@example.com,UK,18-24,email,employed,2023-10-01,true,2023-10-01,2023-10-01
cust_1i1uz5zc,First_1662,Last_1662,user_1662@example.com,UK,25-34,paid_social,employed,2022-10-21,true,2022-10-21,2022-10-21
cust_wer8zdxh,First_1663,Last_1663,user_1663@example.com,UK,35-44,referral,employed,2024-10-14,true,2024-10-14,2024-10-14
cust_sbdj532f,First_1664,Last_1664,user_1664@example.com,UK,25-34,paid_search,student,2024-05-26,true,2024-05-26,2024-05-26
cust_5cfgk7h3,First_1665,Last_1665,user_1665@example.com,UK,45-54,paid_social,employed,2023-05-25,true,2023-05-25,2023-05-25
cust_w9jpkpf3,First_1666,Last_1666,user_1666@example.com,DE,45-54,organic,employed,2023-08-13,true,2023-08-13,2023-08-13
cust_aoeultmd,First_1667,Last_1667,user_1667@example.com,FR,45-54,referral,retired,2022-04-22,true,2022-04-22,2022-04-22
cust_g80zwvhy,First_1668,Last_1668,user_1668@example.com,FR,18-24,paid_social,employed,2023-07-06,false,2023-07-06,2023-07-06
cust_x6g2krt4,First_1669,Last_1669,user_1669@example.com,UK,25-34,paid_search,self_employed,2022-01-13,false,2022-01-13,2022-01-13
cust_eeszbaiv,First_1670,Last_1670,user_1670@example.com,UK,25-34,paid_social,retired,2022-10-02,false,2022-10-02,2022-10-02
cust_fiq0fcuz,First_1671,Last_1671,user_1671@example.com,UK,55+,paid_search,student,2023-10-11,true,2023-10-11,2023-10-11
cust_oohf59sh,First_1672,Last_1672,user_1672@example.com,UK,18-24,referral,employed,2022-08-20,true,2022-08-20,2022-08-20
cust_46zssjnj,First_1673,Last_1673,user_1673@example.com,UK,45-54,paid_search,employed,2023-02-21,true,2023-02-21,2023-02-21
cust_a2f9to0w,First_1674,Last_1674,user_1674@example.com,UK,45-54,paid_social,employed,2023-02-28,false,2023-02-28,2023-02-28
cust_65va97kz,First_1675,Last_1675,user_1675@example.com,UK,25-34,organic,employed,2022-04-17,false,2022-04-17,2022-04-17
cust_67n385c6,First_1676,Last_1676,user_1676@example.com,UK,25-34,referral,employed,2023-08-21,true,2023-08-21,2023-08-21
cust_zc5hssx0,First_1677,Last_1677,user_1677@example.com,UK,35-44,organic,employed,2022-03-15,true,2022-03-15,2022-03-15
cust_mnschlsx,First_1678,Last_1678,user_1678@example.com,US,25-34,paid_search,employed,2023-07-17,true,2023-07-17,2023-07-17
cust_hwa7slkd,First_1679,Last_1679,user_1679@example.com,US,18-24,email,self_employed,2024-07-12,true,2024-07-12,2024-07-12
cust_q6d6suzr,First_1680,Last_1680,user_1680@example.com,UK,18-24,paid_search,employed,2022-07-30,false,2022-07-30,2022-07-30
cust_spdu3nm0,First_1681,Last_1681,user_1681@example.com,UK,25-34,paid_search,employed,2024-12-03,true,2024-12-03,2024-12-03
cust_lb8tnjxc,First_1682,Last_1682,user_1682@example.com,UK,25-34,organic,employed,2023-12-14,true,2023-12-14,2023-12-14
cust_iix1sknx,First_1683,Last_1683,user_1683@example.com,UK,45-54,paid_search,self_employed,2022-07-13,true,2022-07-13,2022-07-13
cust_l37pr5a5,First_1684,Last_1684,user_1684@example.com,UK,45-54,paid_search,employed,2023-02-19,true,2023-02-19,2023-02-19
cust_g1puxjcn,First_1685,Last_1685,user_1685@example.com,UK,18-24,paid_search,retired,2022-05-06,true,2022-05-06,2022-05-06
cust_8at37a67,First_1686,Last_1686,user_1686@example.com,FR,45-54,paid_social,student,2022-09-14,true,2022-09-14,2022-09-14
cust_5482q78e,First_1687,Last_1687,user_1687@example.com,UK,25-34,paid_social,employed,2024-10-23,true,2024-10-23,2024-10-23
cust_oava6fbf,First_1688,Last_1688,user_1688@example.com,UK,25-34,organic,employed,2023-07-25,true,2023-07-25,2023-07-25
cust_b0r3x9dw,First_1689,Last_1689,user_1689@example.com,AU,35-44,paid_social,employed,2024-05-24,true,2024-05-24,2024-05-24
cust_zp1oqkv0,First_1690,Last_1690,user_1690@example.com,US,25-34,organic,employed,2024-02-13,true,2024-02-13,2024-02-13
cust_zf7489nz,First_1691,Last_1691,user_1691@example.com,DE,35-44,email,employed,2023-02-06,true,2023-02-06,2023-02-06
cust_u1iwaayr,First_1692,Last_1692,user_1692@example.com,UK,45-54,paid_search,student,2023-05-14,true,2023-05-14,2023-05-14
cust_c8bzbo3f,First_1693,Last_1693,user_1693@example.com,UK,18-24,paid_search,self_employed,2022-01-19,true,2022-01-19,2022-01-19
cust_y46v57hl,First_1694,Last_1694,user_1694@example.com,US,25-34,paid_search,employed,2024-11-05,true,2024-11-05,2024-11-05
cust_kou3n8z7,First_1695,Last_1695,user_1695@example.com,FR,35-44,organic,employed,2024-03-04,false,2024-03-04,2024-03-04
cust_d9rexpfs,First_1696,Last_1696,user_1696@example.com,UK,25-34,referral,self_employed,2023-09-28,true,2023-09-28,2023-09-28
cust_zykbb5yf,First_1697,Last_1697,user_1697@example.com,US,18-24,paid_social,employed,2024-03-12,true,2024-03-12,2024-03-12
cust_da1k3re8,First_1698,Last_1698,user_1698@example.com,DE,45-54,paid_social,employed,2023-02-20,true,2023-02-20,2023-02-20
cust_646nz3ha,First_1699,Last_1699,user_1699@example.com,UK,18-24,organic,student,2022-04-30,true,2022-04-30,2022-04-30
cust_cpea74tb,First_1700,Last_1700,user_1700@example.com,US,55+,paid_search,unemployed,2024-12-14,true,2024-12-14,2024-12-14
cust_t71wb0bj,First_1701,Last_1701,user_1701@example.com,US,25-34,organic,student,2023-03-28,true,2023-03-28,2023-03-28
cust_txs3fews,First_1702,Last_1702,user_1702@example.com,FR,45-54,paid_social,student,2023-12-16,false,2023-12-16,2023-12-16
cust_91456h95,First_1703,Last_1703,user_1703@example.com,UK,25-34,paid_search,employed,2022-06-30,true,2022-06-30,2022-06-30
cust_i5p7vwkf,First_1704,Last_1704,user_1704@example.com,DE,18-24,paid_search,employed,2022-09-13,false,2022-09-13,2022-09-13
cust_0mb0orr5,First_1705,Last_1705,user_1705@example.com,UK,25-34,referral,self_employed,2024-11-08,true,2024-11-08,2024-11-08
cust_8oit6ya0,First_1706,Last_1706,user_1706@example.com,FR,45-54,organic,retired,2024-03-23,true,2024-03-23,2024-03-23
cust_fppsyazh,First_1707,Last_1707,user_1707@example.com,UK,25-34,referral,employed,2024-03-24,true,2024-03-24,2024-03-24
cust_xyz8akv3,First_1708,Last_1708,user_1708@example.com,UK,25-34,paid_search,employed,2022-08-06,true,2022-08-06,2022-08-06
cust_94na46n0,First_1709,Last_1709,user_1709@example.com,UK,55+,email,retired,2022-02-20,true,2022-02-20,2022-02-20
cust_1d8nruu8,First_1710,Last_1710,user_1710@example.com,US,55+,paid_search,employed,2022-10-12,true,2022-10-12,2022-10-12
cust_tpx4lpcx,First_1711,Last_1711,user_1711@example.com,UK,35-44,organic,self_employed,2022-03-31,true,2022-03-31,2022-03-31
cust_sq4rx9wx,First_1712,Last_1712,user_1712@example.com,US,18-24,organic,retired,2022-10-17,true,2022-10-17,2022-10-17
cust_axowrg1a,First_1713,Last_1713,user_1713@example.com,UK,25-34,organic,employed,2023-12-07,true,2023-12-07,2023-12-07
cust_3wagb2rh,First_1714,Last_1714,user_1714@example.com,DE,45-54,email,self_employed,2022-10-06,true,2022-10-06,2022-10-06
cust_j2qi80ka,First_1715,Last_1715,user_1715@example.com,UK,45-54,organic,self_employed,2023-10-31,true,2023-10-31,2023-10-31
cust_oxv6y6jz,First_1716,Last_1716,user_1716@example.com,DE,25-34,paid_search,retired,2024-10-06,true,2024-10-06,2024-10-06
cust_lcnptt3m,First_1717,Last_1717,user_1717@example.com,UK,35-44,organic,employed,2024-11-18,true,2024-11-18,2024-11-18
cust_0i7mtpfo,First_1718,Last_1718,user_1718@example.com,UK,55+,referral,employed,2024-10-09,true,2024-10-09,2024-10-09
cust_bxqnq76k,First_1719,Last_1719,user_1719@example.com,DE,35-44,referral,self_employed,2022-11-22,true,2022-11-22,2022-11-22
cust_3ji9pvmt,First_1720,Last_1720,user_1720@example.com,UK,35-44,paid_search,student,2023-12-31,true,2023-12-31,2023-12-31
cust_zvtof3bh,First_1721,Last_1721,user_1721@example.com,FR,45-54,referral,self_employed,2022-12-19,true,2022-12-19,2022-12-19
cust_q6rf8lw7,First_1722,Last_1722,user_1722@example.com,UK,55+,organic,employed,2022-01-10,true,2022-01-10,2022-01-10
cust_mmyywkmx,First_1723,Last_1723,user_1723@example.com,UK,25-34,referral,employed,2022-07-12,true,2022-07-12,2022-07-12
cust_jyyiir41,First_1724,Last_1724,user_1724@example.com,UK,35-44,email,employed,2023-01-21,true,2023-01-21,2023-01-21
cust_mb9gm53f,First_1725,Last_1725,user_1725@example.com,FR,25-34,organic,self_employed,2024-06-08,true,2024-06-08,2024-06-08
cust_bnigzmk8,First_1726,Last_1726,user_1726@example.com,US,25-34,organic,self_employed,2023-06-16,false,2023-06-16,2023-06-16
cust_cidr6k3l,First_1727,Last_1727,user_1727@example.com,US,35-44,email,employed,2023-03-27,true,2023-03-27,2023-03-27
cust_tdqijd44,First_1728,Last_1728,user_1728@example.com,FR,25-34,paid_search,self_employed,2023-10-13,false,2023-10-13,2023-10-13
cust_gp5gpsss,First_1729,Last_1729,user_1729@example.com,UK,18-24,paid_social,employed,2024-06-24,true,2024-06-24,2024-06-24
cust_d3i2iwmc,First_1730,Last_1730,user_1730@example.com,AU,25-34,organic,employed,2024-10-08,true,2024-10-08,2024-10-08
